,Age,AgeBin,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,IncomeBin,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
147,41,2,2,10,3,4,2,4,1,17181,3,4,13,3,2,1,21,2,2,7,6,7,7,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
148,41,2,1,9,4,3,3,1,1,2238,0,2,21,4,4,1,7,2,3,5,0,1,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
149,19,0,1,3,1,2,3,1,2,1483,0,1,14,3,4,0,1,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
150,40,2,2,26,3,2,3,2,2,5605,1,1,11,3,1,1,20,2,3,20,7,2,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
151,35,1,1,1,5,3,3,3,2,7295,1,1,13,3,1,2,10,3,3,10,8,0,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
152,53,2,1,6,2,2,3,2,3,2306,0,2,20,4,4,1,13,3,1,7,7,4,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
153,45,2,1,9,3,2,3,2,2,2348,0,8,18,3,3,1,20,2,1,17,9,0,15,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
154,32,1,2,8,3,2,3,3,4,8998,2,1,14,3,4,0,9,2,3,9,8,3,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
155,29,1,0,1,1,4,3,2,3,4319,1,1,13,3,1,1,10,1,3,10,7,0,9,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
156,51,2,1,7,4,2,2,2,3,6132,1,2,17,3,3,0,10,2,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
157,58,2,1,9,3,2,2,1,2,3346,1,4,20,4,2,1,9,3,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
158,40,2,1,4,4,3,2,3,4,10855,2,7,11,3,1,1,15,2,2,12,11,2,11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
159,34,1,2,2,4,3,3,1,3,2231,0,6,18,3,4,1,6,3,3,4,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
160,22,1,1,19,1,3,3,1,4,2323,0,1,24,4,1,2,2,6,3,2,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
161,27,1,0,9,3,4,3,1,2,2024,0,6,18,3,4,1,6,1,1,2,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
162,28,1,1,21,3,3,3,1,4,2713,0,1,11,3,3,1,5,2,1,5,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
163,57,2,1,24,2,3,4,3,4,9439,2,3,16,3,2,1,12,2,1,5,3,1,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
164,27,1,0,3,3,3,2,1,3,2566,0,1,15,3,4,1,1,2,2,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
165,50,2,1,11,3,3,3,5,2,19926,3,3,15,3,2,0,21,5,3,5,4,4,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
166,41,2,1,14,3,1,3,1,3,2451,0,4,12,3,1,1,13,2,3,9,8,1,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
167,30,1,1,5,3,2,3,3,4,9419,2,2,12,3,3,1,12,2,3,10,9,7,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
168,38,1,1,1,4,1,2,2,4,8686,2,4,22,4,3,0,12,2,4,8,3,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
169,32,1,1,6,5,3,3,1,3,3038,1,3,20,4,1,0,8,2,3,5,4,1,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
170,27,1,1,17,3,3,3,1,2,3058,1,0,16,3,4,1,6,3,2,5,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
171,19,0,2,1,1,3,1,1,1,2325,0,0,21,4,1,0,1,5,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
172,36,1,2,3,2,4,3,1,2,2088,0,4,12,3,3,0,13,3,2,8,7,7,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
173,30,1,0,9,3,3,3,2,1,3072,1,1,11,3,3,2,12,4,3,12,9,6,10,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
174,45,2,1,4,2,3,3,2,1,5006,1,4,11,3,1,1,9,3,4,5,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
175,56,2,1,8,3,3,3,1,1,4257,1,4,18,3,3,1,19,3,3,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
176,33,1,1,2,3,3,3,1,4,2500,0,0,14,3,1,0,4,2,4,3,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
177,19,0,1,2,3,2,2,1,4,1102,0,1,22,4,3,0,1,3,2,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
178,46,2,1,1,2,2,3,3,1,10453,2,1,25,4,3,3,24,2,3,24,13,15,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
179,38,1,1,9,2,3,3,1,4,2288,0,1,12,3,3,0,2,3,3,2,2,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
180,31,1,1,12,1,3,3,1,4,3929,1,8,23,4,3,1,7,0,3,4,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
181,34,1,1,27,2,4,3,1,2,2311,0,2,15,3,4,0,9,3,3,3,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
182,41,2,1,20,2,2,3,1,2,3140,1,1,22,4,4,0,4,5,2,4,3,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
183,50,2,1,1,3,3,2,1,3,3690,1,2,15,3,4,1,5,2,2,3,2,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
184,53,2,1,13,2,4,4,2,1,4450,1,1,11,3,3,2,5,3,3,4,2,1,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
185,33,1,1,14,3,4,3,1,2,2756,0,1,13,3,4,1,8,5,3,8,7,1,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
186,40,2,1,4,1,4,3,5,3,19033,3,1,14,3,2,1,21,2,3,20,8,9,9,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
187,55,2,1,14,4,3,4,5,2,18722,3,8,11,3,4,0,36,3,3,24,15,2,15,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
188,34,1,2,2,1,4,2,2,3,9547,2,1,17,3,3,0,10,2,2,10,9,1,9,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
189,51,2,1,3,3,4,3,4,2,13734,2,3,18,3,3,0,21,6,3,7,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
190,52,2,1,1,4,3,2,5,3,19999,3,0,14,3,1,1,34,5,3,33,18,11,9,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
191,27,1,1,9,3,4,3,1,2,2279,0,1,16,3,4,0,7,2,2,7,7,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
192,35,1,1,23,2,2,2,2,3,5916,1,3,13,3,1,0,8,1,3,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
193,43,2,0,7,3,4,4,1,4,2089,0,4,14,3,4,3,7,3,4,5,4,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
194,45,2,0,2,2,1,2,4,4,16792,3,9,23,4,4,1,22,1,3,20,8,11,8,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
195,37,1,1,21,3,2,4,1,1,3564,1,1,12,3,1,1,8,3,2,8,7,1,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
196,35,1,2,2,3,2,3,2,2,4425,1,5,11,3,4,0,10,5,3,6,2,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
197,42,2,0,21,2,3,3,2,3,5265,1,2,16,3,2,1,11,5,3,5,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
198,38,1,1,2,4,4,3,2,3,6553,1,9,14,3,2,0,14,3,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
199,38,1,1,29,3,4,3,2,4,6261,1,3,18,3,1,1,9,3,1,7,7,1,7,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
200,27,1,2,1,1,3,2,2,1,4298,1,5,19,3,3,1,6,1,3,2,2,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
201,49,2,0,18,4,4,3,2,4,6804,1,1,15,3,1,2,7,0,3,7,7,1,7,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
202,34,1,2,10,4,4,3,1,3,3815,1,1,17,3,4,1,5,4,4,5,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
203,40,2,1,19,2,3,3,2,4,2741,0,8,15,3,3,1,15,2,4,7,2,3,7,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
204,38,1,1,29,1,2,3,2,1,6673,1,7,19,3,2,0,17,2,3,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
205,29,1,1,27,3,2,3,3,4,7639,1,1,22,4,4,3,10,3,2,10,4,1,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
206,22,1,1,5,3,4,4,1,2,2328,0,1,16,3,1,1,4,2,2,4,2,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
207,36,1,2,18,1,2,3,1,4,2153,0,1,13,3,1,0,8,2,3,8,1,1,7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
208,40,2,0,9,5,4,2,2,4,4876,1,9,14,3,4,1,5,5,1,3,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
209,46,2,1,1,4,4,3,3,1,9396,2,7,16,3,3,1,17,3,3,4,2,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210,32,1,1,4,4,4,1,3,4,10400,2,1,11,3,3,0,14,2,2,14,8,9,8,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
211,30,1,0,1,1,3,2,3,3,8474,2,1,22,4,3,0,12,2,3,11,8,5,8,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
212,27,1,2,20,3,4,3,2,3,9981,2,1,14,3,4,0,7,2,3,7,7,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
213,51,2,1,8,4,2,2,3,2,12490,2,5,16,3,4,2,16,5,1,10,9,4,7,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
214,30,1,1,3,3,4,3,1,1,2657,0,5,11,3,3,0,8,5,3,5,2,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
215,41,2,1,6,3,4,3,3,4,13591,2,3,18,3,3,0,16,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
216,30,1,2,26,4,3,2,2,1,6696,1,5,15,3,3,0,9,5,2,6,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
217,29,1,1,1,3,3,3,1,3,2058,0,0,14,3,4,0,7,1,2,6,2,1,5,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
218,45,2,0,6,3,4,2,3,4,8865,2,6,12,3,4,0,23,2,3,19,7,12,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
219,54,2,1,3,3,4,3,2,1,5940,1,2,14,3,4,1,16,4,3,6,2,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
220,36,1,1,5,2,4,3,2,2,5914,1,8,16,3,4,0,16,3,4,13,11,3,7,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
221,33,1,1,4,4,3,2,1,2,2622,0,6,21,4,4,0,7,3,3,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
222,37,1,2,11,3,2,3,3,4,12185,2,1,14,3,3,3,10,1,3,10,8,0,7,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
223,38,1,1,3,3,1,3,3,3,10609,2,0,12,3,3,2,17,6,2,16,10,5,13,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
224,31,1,0,1,4,3,1,2,3,4345,1,0,12,3,4,1,6,2,3,5,4,1,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
225,59,2,1,3,3,3,2,1,4,2177,0,3,17,3,1,1,7,6,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
226,37,1,2,4,4,1,3,1,4,2793,0,4,17,3,3,1,13,2,3,9,8,5,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
227,29,1,2,1,1,2,3,3,4,7918,1,1,14,3,4,1,11,5,3,11,10,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
228,35,1,2,1,3,3,3,3,3,8789,2,1,14,3,1,0,10,3,4,10,7,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
229,29,1,1,18,1,3,2,1,4,2389,0,1,13,3,3,0,4,3,2,4,3,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
230,52,2,1,2,3,3,2,1,4,3212,1,7,15,3,2,0,6,3,2,2,2,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
231,42,2,1,4,2,3,3,5,4,19232,3,1,11,3,4,0,22,3,3,22,17,11,15,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
232,59,2,1,6,2,2,3,1,3,2267,0,8,17,3,4,0,7,2,2,2,2,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
233,50,2,1,1,4,4,3,5,4,19517,3,3,11,3,3,1,32,3,2,7,0,0,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
234,33,1,1,14,3,3,3,1,4,2436,0,5,13,3,3,1,8,2,1,5,4,0,4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
235,43,2,1,16,3,4,3,4,4,16064,2,5,22,4,3,1,22,3,3,17,13,1,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
236,33,1,1,2,2,1,3,1,1,2707,0,7,20,4,1,0,13,3,4,9,7,1,7,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
237,52,2,0,2,4,1,2,5,3,19068,3,1,18,3,4,0,33,2,4,33,7,15,12,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
238,32,1,1,4,2,3,3,1,2,3931,1,2,11,3,1,1,6,5,3,4,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
239,32,1,1,1,3,4,2,1,3,3730,1,0,14,3,4,0,4,2,1,3,2,1,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
240,39,1,1,1,4,3,3,1,3,2232,0,7,14,3,3,3,7,1,3,3,2,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
241,32,1,0,26,4,3,3,2,4,4465,1,0,18,3,1,0,4,2,3,3,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
242,41,2,1,19,2,3,3,2,1,3072,1,2,16,3,1,2,17,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
243,40,2,1,24,2,1,3,2,4,3319,1,1,17,3,1,2,9,3,3,9,8,4,7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
244,45,2,1,1,3,3,4,5,4,19202,3,0,11,3,3,1,25,2,3,24,0,1,7,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
245,31,1,2,3,4,2,3,3,3,13675,2,9,12,3,1,1,9,3,3,2,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
246,33,1,1,5,4,3,2,1,4,2911,0,1,13,3,3,1,2,2,2,2,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
247,34,1,1,2,4,4,2,2,1,5957,1,6,13,3,2,1,13,3,3,11,9,5,9,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
248,37,1,1,1,2,3,2,1,1,3920,1,2,14,3,1,1,17,2,2,3,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
249,45,2,2,7,4,1,4,2,3,6434,1,4,17,3,4,1,9,1,3,3,2,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
250,37,1,2,10,3,1,3,3,3,10048,2,6,11,3,2,2,17,5,3,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
251,39,1,2,2,4,3,3,3,3,10938,2,0,25,4,4,0,20,1,3,19,6,11,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
252,29,1,1,15,3,3,3,1,4,2340,0,1,19,3,1,0,6,1,3,6,5,1,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
253,42,2,1,17,2,4,4,2,1,6545,1,3,13,3,3,0,10,1,3,3,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
254,29,1,1,20,2,4,3,2,4,6931,1,2,14,3,4,1,10,2,3,3,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
255,25,1,1,1,3,1,3,2,3,4898,1,0,12,3,4,2,5,3,3,4,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
256,42,2,1,2,3,4,2,1,1,2593,0,0,11,3,3,1,10,4,3,9,6,7,8,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
257,40,2,1,2,2,1,3,5,3,19436,3,0,19,3,4,1,22,5,3,21,7,3,9,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
258,51,2,1,1,3,3,3,1,4,2723,0,1,11,3,2,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
259,31,1,2,29,2,3,2,1,2,3479,1,0,11,3,2,0,6,2,4,5,4,1,4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
260,32,1,2,7,3,2,4,1,2,2794,0,1,20,4,3,0,5,3,1,5,1,0,3,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
261,38,1,0,2,2,4,2,2,4,5249,1,3,18,3,4,1,13,0,3,8,7,7,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
262,32,1,1,2,1,4,2,2,1,2176,0,4,13,3,4,0,9,5,3,6,2,0,4,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
263,46,2,1,2,3,3,1,4,2,16872,3,3,12,3,2,1,28,2,2,7,7,7,7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
264,28,1,1,2,4,1,3,1,3,3485,1,2,11,3,3,0,5,5,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
265,29,1,1,2,3,1,2,2,2,6644,1,2,19,3,2,2,10,2,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
266,31,1,1,23,3,2,2,2,4,5582,1,0,21,4,2,1,10,2,3,9,0,7,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
267,25,1,0,5,2,2,4,2,1,4000,1,1,12,3,4,2,6,2,3,6,3,1,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
268,45,2,1,20,2,3,3,4,4,13496,2,0,14,3,2,0,21,2,3,20,7,4,10,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
269,36,1,1,6,3,4,3,1,4,3210,1,0,11,3,3,1,16,4,3,15,13,10,11,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
270,55,2,1,1,3,4,3,5,1,19045,3,0,14,3,3,0,37,2,3,36,10,4,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
271,47,2,0,29,4,1,3,3,2,11849,2,1,12,3,4,1,10,2,2,10,7,9,9,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
272,28,1,1,9,3,4,3,1,4,2070,0,1,23,4,4,1,5,3,2,5,2,0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
273,37,1,1,6,4,3,3,2,4,6502,1,4,14,3,2,1,7,5,4,5,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
274,21,1,1,3,2,4,2,1,3,3230,1,1,17,3,1,0,3,4,4,3,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
275,37,1,0,1,4,1,3,3,4,13603,2,2,18,3,1,2,15,2,3,5,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
276,35,1,1,22,3,2,4,3,2,11996,2,7,18,3,2,1,10,6,2,7,7,6,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
277,38,1,1,7,2,1,4,2,1,5605,1,1,24,4,3,1,8,3,3,8,0,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
278,26,1,2,1,3,3,3,2,2,6397,1,1,20,4,1,1,6,6,1,6,5,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
279,50,2,1,4,1,1,3,5,2,19144,3,3,14,3,1,2,28,4,2,10,4,1,6,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
280,53,2,1,3,4,3,3,4,3,17584,3,3,16,3,4,3,21,5,2,5,3,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
281,42,2,1,1,1,2,3,2,3,4907,1,1,25,4,3,0,20,3,3,20,16,11,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
282,29,1,2,2,2,2,3,2,4,4554,1,1,18,3,1,0,10,3,2,10,7,0,9,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
283,55,2,1,20,2,2,3,2,4,5415,1,3,19,3,4,1,12,4,3,10,7,0,8,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
284,26,1,2,11,2,1,3,2,1,4741,1,1,13,3,3,1,5,3,3,5,3,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
285,37,1,1,1,3,4,3,1,4,2115,0,1,12,3,2,0,17,3,3,17,12,5,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
286,44,2,2,24,3,4,3,1,3,3161,1,3,22,4,4,1,19,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
287,38,1,1,23,4,4,3,2,4,5745,1,9,14,3,2,1,10,2,3,2,2,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
288,26,1,1,16,4,1,3,1,2,2373,0,2,13,3,4,1,5,2,3,3,2,0,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
289,28,1,1,8,2,4,3,1,4,3310,1,1,21,4,4,0,5,3,3,5,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
290,49,2,2,10,4,3,3,5,1,18665,3,9,11,3,4,0,22,4,3,3,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
291,36,1,1,3,3,3,3,2,2,4485,1,4,12,3,4,0,10,2,3,8,0,7,7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
292,31,1,2,5,3,4,3,1,2,2789,0,1,11,3,3,1,2,5,2,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
293,26,1,1,4,4,4,2,2,4,5828,1,1,12,3,2,0,8,0,3,8,7,7,4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
294,37,1,2,9,3,2,3,1,4,2326,0,1,12,3,3,3,4,3,2,4,2,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
295,42,2,2,26,3,3,3,4,2,13525,2,5,14,3,4,1,23,2,4,20,4,4,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
296,18,0,1,3,3,3,3,1,3,1420,0,1,13,3,3,0,0,2,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
297,35,1,1,16,3,3,3,3,2,8020,1,0,15,3,3,2,12,3,2,11,9,6,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
298,36,1,2,18,4,3,4,1,4,3688,1,4,18,3,4,2,4,2,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
